"","Lot Frontage","Lot Area","Year Built","Year Remod/Add","Mas Vnr Area","BsmtFin SF 1","BsmtFin SF 2","Bsmt Unf SF","Total Bsmt SF","1st Flr SF","2nd Flr SF","Low Qual Fin SF","Gr Liv Area","Bsmt Full Bath","Bsmt Half Bath","Full Bath","Half Bath","Bedroom AbvGr","Kitchen AbvGr","TotRms AbvGrd","Fireplaces","Garage Yr Blt","Garage Cars","Garage Area","Wood Deck SF","Open Porch SF","Enclosed Porch","3Ssn Porch","Screen Porch","Pool Area","Misc Val","Mo Sold","Yr Sold","Longitude","Latitude","MS SubClass","MS Zoning","Street","Lot Shape","Land Contour","Utilities","Lot Config","Land Slope","Neighborhood","Condition 1","Condition 2","Bldg Type","House Style","Overall Qual","Overall Cond","Roof Style","Roof Matl","Exterior 1st","Exterior 2nd","Mas Vnr Type","Exter Qual","Exter Cond","Foundation","Bsmt Qual","Bsmt Cond","Bsmt Exposure","BsmtFin Type 1","BsmtFin Type 2","Heating","Heating QC","Central Air","Electrical","Kitchen Qual","Functional","Fireplace Qu","Garage Type","Garage Finish","Garage Qual","Garage Cond","Paved Drive","Sale Type","Sale Condition","SalePrice"
"51",41,5330,2000,2000,0,1196,0,298,1494,1652,0,0,1652,1,0,2,0,2,1,6,0,2000,2,499,96,48,0,0,0,0,0,8,2007,-93.634341,42.063067,"120","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story","8","5","Gable","CompShg","CemntBd","CmentBd","None","Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr","Ex","Typ","None","Attchd","RFn","TA","TA","Y","WD ","Normal","251000"
"52",28,7296,2004,2005,0,1965,0,243,2208,2522,0,0,2522,1,0,2,0,1,1,8,1,2004,2,564,182,57,0,0,0,0,0,11,2009,-93.634265,42.062903,"120","RL","Pave","IR1","Lvl","AllPub","CulDSac","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story","8","5","Gable","CompShg","CemntBd","CmentBd","None","Gd","TA","PConc","Ex","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","WD ","Normal","375000"
"53",41,4923,2001,2002,0,1153,0,440,1593,1593,0,0,1593,1,0,1,1,0,1,5,1,2001,2,682,0,120,0,0,224,0,0,8,2008,-93.633876,42.062976,"120","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story","8","5","Gable","CompShg","CemntBd","CmentBd","None","Gd","TA","PConc","Ex","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr","Ex","Typ","Gd","Attchd","Fin","TA","TA","Y","WD ","Normal","286000"
"54",41,4920,2001,2001,0,616,0,722,1338,1338,0,0,1338,1,0,2,0,2,1,6,0,2001,2,582,0,0,170,0,0,0,0,4,2010,-93.633792,42.062978,"120","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story","8","5","Gable","CompShg","CemntBd","CmentBd","None","Gd","TA","PConc","Gd","TA","Mn","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Attchd","Fin","TA","TA","Y","WD ","Normal","213500"
"55",40,5664,2000,2000,0,1158,0,343,1501,1659,0,0,1659,1,0,2,0,2,1,5,1,2000,2,499,212,59,0,0,0,0,0,10,2009,-93.633739,42.061981,"120","RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story","8","5","Gable","CompShg","CemntBd","CmentBd","None","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Ex","Typ","Ex","Attchd","Fin","TA","TA","Y","WD ","Normal","278000"
"56",45,6264,1997,1997,0,656,0,1008,1664,1682,0,0,1682,1,0,1,1,1,1,6,1,1997,2,528,0,0,0,0,0,0,0,7,2008,-93.633781,42.061374,"120","RL","Pave","IR1","Lvl","AllPub","Corner","Gtl","StoneBr","Norm","Norm","1Fam","1Story","8","5","Gable","CompShg","CemntBd","CmentBd","None","Gd","TA","PConc","Ex","TA","Mn","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Min1","TA","Attchd","Fin","TA","TA","Y","WD ","Normal","247900"
"57",61,7380,1998,1998,0,341,0,1077,1418,1478,0,0,1478,1,0,2,0,2,1,5,0,1998,2,495,168,43,0,0,0,0,0,7,2009,-93.633547,42.061633,"120","RL","Pave","IR1","Lvl","AllPub","Corner","Gtl","StoneBr","Norm","Norm","1Fam","1Story","8","5","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","PConc","Gd","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","Attchd","Fin","TA","TA","Y","WD ","Normal","240000"
"58",41,5395,1993,1993,0,733,0,604,1337,1337,0,0,1337,1,0,2,0,2,1,5,1,1993,2,462,96,0,70,168,0,0,0,10,2008,-93.633905,42.060865,"120","RL","Pave","IR1","HLS","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story","8","5","Gable","CompShg","HdBoard","HdBoard","None","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Gd","Y","SBrkr","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","WD ","Normal","180000"
"59",43,5005,1992,1992,0,263,0,1017,1280,1280,0,0,1280,0,0,2,0,2,1,5,0,1992,2,506,0,82,0,0,144,0,0,1,2010,-93.633826,42.060728,"120","RL","Pave","IR1","HLS","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story","8","5","Gable","CompShg","HdBoard","HdBoard","None","Gd","TA","PConc","Gd","TA","No","ALQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Attchd","RFn","TA","TA","Y","WD ","Normal","191500"
"60",39,5070,1992,1992,0,0,0,1280,1280,1280,0,0,1280,0,0,2,0,2,1,5,0,1992,2,506,0,82,0,0,144,0,0,8,2008,-93.633797,42.06076,"120","RL","Pave","IR1","HLS","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story","8","5","Gable","CompShg","HdBoard","HdBoard","None","Gd","TA","PConc","Gd","TA","Mn","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Attchd","RFn","TA","TA","Y","WD ","Normal","180000"
"61",57,8013,1995,1996,0,741,0,846,1587,1734,0,0,1734,1,0,2,0,2,1,6,0,1995,2,528,52,50,0,0,0,0,0,9,2009,-93.633024,42.061178,"120","RL","Pave","IR1","Lvl","AllPub","Corner","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story","8","5","Gable","CompShg","CemntBd","CmentBd","None","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Attchd","RFn","TA","TA","Y","WD ","Normal","239500"
"62",39,5389,1995,1996,0,1180,0,415,1595,1616,0,0,1616,1,0,2,0,2,1,5,1,1995,2,608,237,152,0,0,0,0,0,3,2010,-93.632852,42.06112,"120","RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story","8","5","Gable","CompShg","CemntBd","CmentBd","None","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","WD ","Normal","236500"
"63",68,13108,1994,1994,0,0,0,2062,2062,2079,608,0,2687,0,0,2,1,4,1,9,0,1994,2,618,168,12,0,0,0,0,0,12,2006,-93.631604,42.060625,"160","RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","1Fam","2Story","8","5","Gable","CompShg","CemntBd","CmentBd","None","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Attchd","Fin","TA","TA","Y","WD ","Normal","270000"
"64",68,8076,1993,1994,112,705,0,455,1160,1169,0,0,1169,0,1,2,0,3,1,6,1,1993,2,402,0,26,0,0,144,0,0,7,2006,-93.635716,42.0591,"020","RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story","6","6","Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Gd","Y","SBrkr","TA","Typ","TA","Attchd","Fin","TA","TA","Y","WD ","Normal","183500"
"65",68,10147,1994,1994,32,186,0,206,392,924,770,0,1694,0,0,2,1,3,1,7,1,1994,2,398,256,64,0,0,0,0,0,3,2007,-93.636345,42.059592,"080","RL","Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","SLvl","6","5","Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","PConc","Gd","TA","No","LwQ","Unf","GasA","Gd","Y","SBrkr","TA","Typ","TA","BuiltIn","Fin","TA","TA","Y","WD ","Normal","160000"
"66",100,10839,1997,1998,0,0,0,926,926,926,678,0,1604,0,0,2,1,3,1,7,1,1997,2,470,0,36,0,0,0,0,0,7,2008,-93.639151,42.059408,"060","RL","Pave","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","5","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","TA","Typ","TA","Attchd","Fin","TA","TA","Y","WD ","Normal","181000"
"67",57,8923,1998,1998,0,189,0,195,384,751,631,0,1382,0,0,2,1,3,1,7,1,1998,2,396,256,0,0,0,0,0,0,2,2009,-93.63921,42.059283,"080","RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","SLvl","7","5","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Gd","Y","SBrkr","TA","Typ","TA","BuiltIn","Fin","TA","TA","Y","WD ","Normal","177500"
"68",68,8637,1999,2000,0,871,0,52,923,947,767,0,1714,1,0,2,1,3,1,7,1,2000,2,451,256,48,0,0,0,0,0,4,2007,-93.640613,42.058953,"060","RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","5","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No","ALQ","Unf","GasA","Gd","Y","SBrkr","TA","Typ","TA","Attchd","Fin","TA","TA","Y","WD ","Abnorml","180000"
"69",63,7875,1996,1996,0,414,0,277,691,691,862,0,1553,0,0,2,1,3,1,6,0,1996,2,420,0,44,0,0,0,0,0,8,2007,-93.637865,42.059562,"060","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","HdBoard","HdBoard","None","Gd","TA","PConc","Gd","TA","No","Rec","Unf","GasA","Gd","Y","SBrkr","Gd","Typ","None","Attchd","Fin","TA","TA","Y","WD ","Normal","178750"
"70",63,7875,1995,1996,38,0,0,1237,1237,1253,0,0,1253,0,0,2,0,3,1,6,1,1995,2,402,220,21,0,0,0,0,0,6,2007,-93.637883,42.059517,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story","7","5","Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","PConc","Gd","Gd","No","Unf","Unf","GasA","Gd","Y","SBrkr","TA","Typ","TA","Attchd","Fin","TA","TA","Y","WD ","Normal","176000"
"71",74,10141,1998,1998,40,0,0,832,832,885,833,0,1718,0,0,2,1,3,1,7,1,1998,2,427,0,94,0,0,291,0,0,12,2009,-93.639069,42.059129,"060","RL","Pave","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","VinylSd","VinylSd","BrkFace","TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr","TA","Typ","TA","Attchd","Fin","TA","TA","Y","WD ","Normal","185000"
"72",60,7500,1998,1999,0,476,0,476,952,952,684,0,1636,1,0,2,1,3,1,7,1,1998,2,440,0,84,0,0,0,0,0,10,2009,-93.639069,42.059161,"060","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","5","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Gd","Y","SBrkr","TA","Typ","TA","Attchd","Fin","TA","TA","Y","WD ","Normal","191000"
"73",60,7500,1999,1999,0,0,0,994,994,1028,776,0,1804,0,0,2,1,3,1,7,1,1999,2,442,140,60,0,0,0,0,0,6,2010,-93.639068,42.059193,"060","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","TA","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","WD ","Normal","189000"
"74",60,7500,1999,2003,0,0,0,938,938,957,1342,0,2299,0,0,3,1,5,1,7,1,1999,2,482,188,30,0,0,0,0,0,8,2007,-93.639068,42.059242,"060","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","5","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","TA","Typ","TA","Attchd","Fin","TA","TA","Y","WD ","Normal","204000"
"75",73,11184,1998,1998,0,0,0,932,932,932,701,0,1633,0,0,2,1,3,1,7,1,1998,2,460,0,39,0,0,0,0,0,4,2008,-93.639007,42.059364,"060","RL","Pave","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","5","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr","TA","Typ","TA","Attchd","Fin","TA","TA","Y","WD ","Family","183000"
"76",75,10000,1993,1994,0,0,0,763,763,763,892,0,1655,0,0,2,1,3,1,7,1,1993,2,440,157,84,0,0,0,0,0,4,2010,-93.636947,42.05848,"060","RL","Pave","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","5","Gable","CompShg","HdBoard","HdBoard","None","TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr","TA","Typ","TA","Attchd","Fin","TA","TA","Y","WD ","Normal","175900"
"77",68,7685,1993,1994,112,518,0,179,697,697,804,0,1501,0,0,2,1,3,1,6,1,1993,2,420,190,63,0,0,0,0,0,5,2006,-93.636949,42.058421,"060","RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","5","Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","PConc","Gd","TA","No","ALQ","Unf","GasA","Gd","Y","SBrkr","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","WD ","Normal","165600"
"78",59,7837,1993,1994,0,0,0,799,799,799,772,0,1571,0,0,2,1,3,1,7,1,1993,2,380,0,40,0,0,0,0,0,5,2009,-93.636955,42.058274,"060","RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","7","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr","TA","Typ","TA","Attchd","RFn","TA","TA","Y","WD ","Normal","178000"
"79",68,9765,1993,1993,68,310,0,370,680,680,790,0,1470,0,0,2,1,3,1,6,1,1993,2,420,232,63,0,0,0,0,480,4,2009,-93.637046,42.058059,"060","RL","Pave","IR2","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","8","Gable","CompShg","VinylSd","VinylSd","BrkFace","Ex","Gd","PConc","Gd","Gd","No","ALQ","Unf","GasA","Gd","Y","SBrkr","TA","Typ","TA","BuiltIn","Fin","TA","TA","Y","WD ","Normal","185000"
"80",68,9556,1992,1993,52,0,0,1168,1168,1187,0,0,1187,0,0,2,0,3,1,6,0,1992,2,420,0,21,0,0,0,0,0,8,2007,-93.637848,42.059293,"020","RL","Pave","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","1Story","7","5","Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr","Gd","Typ","None","Attchd","RFn","TA","TA","Y","WD ","Normal","160000"
"81",68,8000,1995,1996,0,219,0,554,773,773,885,0,1658,1,0,2,1,3,1,8,1,1995,2,431,224,84,0,0,0,0,0,6,2008,-93.637763,42.059411,"060","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","5","Gable","CompShg","HdBoard","HdBoard","None","TA","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Gd","Y","SBrkr","TA","Typ","TA","Attchd","Fin","TA","TA","Y","WD ","Normal","188000"
"82",68,8803,1994,1995,0,600,0,107,707,707,809,0,1516,1,0,2,1,3,1,7,1,1994,2,409,0,46,0,0,0,0,0,7,2009,-93.637671,42.059645,"060","RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","5","Gable","CompShg","HdBoard","HdBoard","None","TA","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Gd","Y","SBrkr","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","WD ","Normal","181316"
"83",58,7250,1993,1993,45,0,0,1181,1181,1190,0,0,1190,0,0,2,0,3,1,6,1,1993,2,430,0,21,0,0,0,0,0,11,2009,-93.635824,42.058194,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story","6","5","Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","Unf","TA","TA","Y","WD ","Normal","166000"
"84",68,9636,1992,1993,0,0,0,808,808,808,785,0,1593,0,0,2,1,3,1,7,1,1993,2,389,342,40,0,0,0,0,0,12,2009,-93.635753,42.05793,"060","RL","Pave","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","5","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr","TA","Typ","TA","BuiltIn","RFn","TA","TA","Y","WD ","Normal","178000"
"85",65,8125,1994,1995,0,0,0,702,702,702,779,0,1481,0,0,2,1,3,1,6,1,1994,2,343,0,36,0,0,0,0,0,3,2009,-93.636822,42.058173,"060","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","5","Gable","CompShg","HdBoard","HdBoard","None","TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr","TA","Typ","TA","Attchd","Fin","TA","TA","Y","WD ","Normal","174000"
"86",68,10832,1994,1996,0,0,0,712,712,1086,809,0,1895,0,0,2,1,3,1,7,1,1994,2,409,143,46,0,0,0,0,500,10,2008,-93.636798,42.058445,"060","RL","Pave","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","MetalSd","MetalSd","None","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","WD ","Normal","194500"
"87",68,14067,1991,1991,194,504,0,332,836,851,858,0,1709,1,0,2,1,3,1,7,0,1991,2,416,0,40,0,0,0,0,0,9,2008,-93.637279,42.05701,"060","RL","Pave","Reg","Lvl","AllPub","FR3","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","5","Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","PConc","Gd","TA","No","ALQ","Unf","GasA","Gd","Y","SBrkr","Gd","Typ","None","Attchd","Fin","TA","TA","Y","WD ","Normal","185000"
"88",68,10784,1991,1992,76,0,0,384,384,802,670,0,1472,0,0,2,1,3,1,7,1,1991,2,402,164,0,0,0,0,0,0,5,2007,-93.637299,42.057006,"080","RL","Pave","IR1","Lvl","AllPub","FR2","Gtl","Gilbert","Norm","Norm","1Fam","SLvl","7","5","Gable","CompShg","HdBoard","HdBoard","BrkFace","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","WD ","Normal","160000"
"89",68,9125,1992,1992,170,0,0,384,384,812,670,0,1482,0,0,2,1,3,1,7,1,1992,2,392,100,25,0,0,0,0,0,7,2007,-93.637917,42.05817,"080","RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","SLvl","7","5","Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","WD ","Normal","163900"
"90",68,9248,1992,1992,106,560,0,598,1158,1167,0,0,1167,1,0,2,0,3,1,6,0,1992,2,400,120,26,0,0,0,0,0,7,2009,-93.636047,42.057854,"020","RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story","6","6","Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Gd","Y","SBrkr","Gd","Typ","None","Attchd","RFn","TA","TA","Y","WD ","Normal","173000"
"91",68,7655,1993,1994,0,0,0,903,903,910,732,0,1642,0,0,2,1,3,1,7,1,1993,2,392,290,84,0,0,0,0,0,7,2007,-93.635833,42.057533,"060","RL","Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","5","Gable","CompShg","HdBoard","HdBoard","None","TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr","TA","Typ","TA","Attchd","RFn","TA","TA","Y","WD ","Normal","168000"
"92",68,7980,1992,2007,0,935,0,233,1168,1187,0,0,1187,1,0,2,0,3,1,6,0,1992,2,420,483,21,0,0,0,0,500,3,2010,-93.635951,42.057419,"020","RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story","6","7","Gable","CompShg","HdBoard","HdBoard","None","TA","Gd","PConc","Gd","TA","No","ALQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","Attchd","Fin","TA","TA","Y","WD ","Normal","185000"
"93",68,10762,1999,1999,344,694,0,284,978,1005,978,0,1983,0,0,2,1,3,1,9,1,1999,2,490,0,0,0,0,0,0,0,5,2009,-93.639325,42.058201,"060","RL","Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","WD ","Normal","225000"
"94",63,9084,1998,1998,0,0,0,935,935,955,677,0,1632,0,0,2,1,3,1,8,1,1998,2,462,0,28,0,0,0,0,0,6,2006,-93.639293,42.058201,"060","RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","7","5","Hip","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr","TA","Typ","TA","Attchd","Fin","TA","TA","Y","WD ","Normal","176500"
"95",63,8402,1998,1998,0,0,0,789,789,789,676,0,1465,0,0,2,1,3,1,7,1,1998,2,393,0,75,0,0,0,0,0,5,2010,-93.638647,42.058151,"060","RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","5","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr","TA","Typ","Gd","Attchd","Fin","TA","TA","Y","WD ","Normal","180400"
"96",160,18160,1964,1964,138,550,0,752,1302,1128,0,0,1128,1,0,1,0,3,1,6,1,1964,2,480,0,108,246,0,0,0,0,3,2007,-93.633329,42.057022,"020","RL","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story","6","6","Gable","CompShg","HdBoard","HdBoard","BrkCmn","TA","TA","CBlock","TA","TA","Av","BLQ","Unf","GasA","Fa","Y","SBrkr","TA","Typ","TA","Attchd","Unf","TA","TA","P","WD ","Alloca","154204"
"97",85,10176,1990,1990,0,637,0,663,1300,1341,0,0,1341,1,0,1,1,2,1,5,1,1990,2,506,192,0,0,0,0,0,0,2,2010,-93.634626,42.057268,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story","7","5","Gable","CompShg","HdBoard","HdBoard","None","TA","TA","PConc","Gd","TA","Gd","GLQ","Unf","GasA","Gd","Y","SBrkr","Gd","Typ","Po","Attchd","Unf","TA","TA","Y","WD ","Normal","171500"
"98",99,11851,1990,1990,0,0,0,1424,1424,1442,0,0,1442,0,0,2,0,3,1,5,0,1990,2,500,0,34,0,508,0,0,0,5,2009,-93.634644,42.058747,"020","RL","Pave","Reg","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","1Story","7","5","Gable","CompShg","HdBoard","HdBoard","None","TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","Attchd","RFn","TA","TA","Y","WD ","Normal","180500"
"99",30,3701,1987,1987,0,0,0,1191,1191,1204,0,0,1204,0,0,2,0,2,1,5,0,1987,2,461,120,70,0,0,0,0,0,8,2006,-93.634231,42.059599,"120","RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story","8","5","Gable","CompShg","HdBoard","HdBoard","None","TA","TA","CBlock","Gd","TA","No","Unf","Unf","GasA","TA","Y","SBrkr","TA","Typ","None","Attchd","RFn","TA","TA","Y","WD ","Normal","130000"
"100",68,3696,1986,1986,0,0,0,1074,1074,1088,0,0,1088,0,0,1,1,2,1,5,0,1987,2,461,0,74,137,0,0,0,0,10,2007,-93.634513,42.059375,"120","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story","8","5","Gable","CompShg","HdBoard","HdBoard","None","Gd","TA","CBlock","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Attchd","RFn","TA","TA","Y","WD ","Normal","170000"
"101",68,5814,1984,1984,0,1036,0,184,1220,1360,0,0,1360,1,0,1,0,1,1,4,1,1984,2,565,63,0,0,0,0,0,0,8,2009,-93.633245,42.059242,"120","RL","Pave","IR1","Lvl","AllPub","CulDSac","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story","8","5","Gable","CompShg","HdBoard","HdBoard","None","Gd","TA","CBlock","Gd","TA","Av","GLQ","Unf","GasA","Gd","Y","SBrkr","Gd","Typ","Ex","Attchd","RFn","TA","TA","Y","COD","Abnorml","187500"
